path	role	compile_obligation	bytes	sha256
tests/basic_c_unprototyped_call.c	subject	supported-object-zero-fallback	2305	7a85f538b5f528dc2010021c588cd2ccf407e69e081bb4d67656b906fc120d6b
tests/basic_c_unprototyped_call_callee.c	subject	supported-object-zero-fallback	1355	c68ca659fdc090a4604e0fd54888c8c84c6fe8ae9e98b35de63da1ea88a53f87
tests/basic_c_unsigned_float_aggregate_constants.c	subject	supported-object-zero-fallback	1693	64772e4cf0de27092f8b51fa030ecf47809e7efa80e3e2fb294c92abca934a6e
tests/basic_c_unspecified_array_parameter.c	subject	supported-object-zero-fallback	1714	8e152715b95cd8c415026d661d84f3759a301460337e7e2d6eb44b9effec1442
tests/basic_c_utf8_identifiers.c	subject	supported-object-zero-fallback	488	c89a57e55e7569fcce0bbab964630d3b561a3e6d8769c24c95d7cfe1e6fa1091
tests/basic_c_va_arg_long_double.c	subject	supported-object-zero-fallback	9429	71f30b695fb5920bd8b8b2a0ddd103dd8b36982728e2a40a45de61206123b81b
tests/basic_c_va_list_places.c	subject	supported-object-zero-fallback	2421	bb3b4347dcdf21f6ca67c1ca4c25e2f050814d76074cbc7420e287b61f83d08d
tests/basic_c_variadic_comma_paste.c	subject	supported-object-zero-fallback	1420	387cccf14f1a7c73bada10b4203657cc3bd6099c06c42f3d80a5e9a68543ac5c
tests/basic_c_vector.c	subject	supported-object-zero-fallback	8219	c8ab19f6beb9353df13b83981ddea80ba97fe4f667c01e074f57159b651d52ea
tests/basic_c_vector_argument_short.c	subject	supported-object-zero-fallback	4334	b862b84dd7c67de3b4e276f8da00b70a036780dbe98a0adfdfa9bef116df5b38
tests/basic_c_vector_argument_wide.c	subject	supported-object-zero-fallback	4695	3f41820264068254428ad051fcb7b73350b276567570156059aa5a82817ec3d1
tests/basic_c_vector_argument_ymm.c	subject	supported-object-zero-fallback	3463	60e425f5ec5844f81c8302b8cf0eeed11d4dcea8234604482c7f9f8f8000d983
tests/basic_c_vector_arithmetic.c	subject	supported-object-zero-fallback	2158	1e72f23f557c9d71f2069643127da5e39eecdc0f40f93106e801c7295eb8d15f
tests/basic_c_vector_initializer.c	subject	supported-object-zero-fallback	4124	c2642654c78dff5102383ee0c8179fbcb3c3e07201fd7025ce091592926cb45e
tests/basic_c_vector_joins.c	subject	supported-object-zero-fallback	766	39df92a56fbb41d1a35fadfcad1dde7b104b2d5f994cc4f1b5db9f49cae00fde
tests/basic_c_vector_lane_edges.c	subject	supported-object-zero-fallback	3698	dd25f183e4609094d82a0f80ec3e5db2e748c7388949286e1b5a1c62afc345a0
tests/basic_c_vector_register_pressure.c	subject	supported-object-zero-fallback	8298	0878f93f336f8e61faf2f5a2e79d6ae7939e2d354378e4aea679d0b12bf1a240
tests/basic_c_vla.c	subject	supported-object-zero-fallback	10015	0d15de01287e9a5743db68b576ca1271e20604da2723522c7e2c903284191578
tests/basic_c_vla_declarator_list.c	subject	supported-object-zero-fallback	3191	b17d1a00a40d0ed1c9e8245ca068b6192e62a3fb72e928a1b13ab1d618df0bbc
tests/basic_c_vla_row_address.c	subject	supported-object-zero-fallback	8199	ac8e78c78bc398c5de7b43ac1ac3ca810d12442eb14a11979df13c3bdefa9310
tests/basic_c_void_assignment.c	subject	supported-object-zero-fallback	338	b7b920582b1519bb884bbb9ed0465bb2028c5897c4a0ce0b4dc26db18cf607ac
tests/basic_c_void_size.c	subject	supported-object-zero-fallback	7048	e696abb002718fa218f1c740282e017eac228a4c8a007bbdfe37b9690032f9ba
tests/basic_c_volatile_aggregate.c	subject	supported-object-zero-fallback	7778	c22b226aeeea44f0c74d105c127ddc10dacf0680c47584905851b81af594d5fb
tests/basic_c_wasm64.c	subject	supported-object-zero-fallback	678	dbdafb3b753b6d26bed09a443862e0a849b8ae80cadb897f1a29b0dcbae43767
tests/basic_c_wasm64_alignment.c	subject	supported-object-zero-fallback	1619	4056aa18983d45ce36504e90348d0cc6a8b41af7867f4b58d977dd2fdb2c027f
tests/basic_c_wasm64_gfx.c	subject	supported-object-zero-fallback	135	66cb3fbac12ad47850f6f16379d936409a95f9b68db461724181bdd44a158e11
tests/basic_c_wasm64_integer_opcodes.c	subject	supported-object-zero-fallback	2153	9539107ec034d427d9d580b7ed8aa98bbad7c9d891ed639304c19a830595e0c5
tests/basic_c_wasm64_integer_ops.c	subject	supported-object-zero-fallback	1225	9fbf45bb24ba6c63a812e94fe2a62b2a29071bad5e24e62f880a991c23a1d27f
tests/basic_c_weak_alias.c	subject	supported-object-zero-fallback	3821	eb5862470be08540181d88a7ca325f5261eb0a6174c242eccf8a0ec30d1967f8
tests/basic_c_weak_archive_main.c	subject	supported-object-zero-fallback	374	7e7c35897f8506ebcadbcdc6280ad66672ddd4256346145625ab29a3ade277f0
tests/basic_c_weak_archive_member.c	subject	supported-object-zero-fallback	87	00d66440af16b355f17e829be4fda4ce55180052ff980e1e94cc1b877b76e73b
tests/basic_c_weak_undefined.c	subject	supported-object-zero-fallback	2801	5ca1d430bdbb2b57c30e0371ca7ae34532a09efa7f91d26d00843a5f20883194
tests/basic_c_wide_argument.c	subject	supported-object-zero-fallback	2815	9d3c398ae667526972651851e3d7ce145cfd6f87688df523e465184dae88deac
tests/basic_c_wide_vector_abi.c	subject	supported-object-zero-fallback	4282	96473d5beb23eab706fa80f2449f62e4b8b9eea06d607a08a6aacda81616239a
tests/basic_c_wide_vector_argument.c	subject	supported-object-zero-fallback	2529	4986599d8b901520a652e198d36bb9b8257dc00aa5a3d8728dd026720709120a
tests/basic_c_win64_dynamic_stack.c	subject	supported-object-zero-fallback	1489	32055e9a640e345cc5b570de50382c708d27a4f62b7897c47bdd7334876c8111
tests/basic_c_win64_large_frame.c	subject	supported-object-zero-fallback	732	f0cfba3f79c97e12c44bdb9716cab7d084f9dba8a5619ad4ce803e180a244c67
tests/basic_c_win64_narrow_abi.c	subject	supported-object-zero-fallback	7054	a02e5e270db11ca24d3545787bfc371b9f25bda0b9d8b65b34503f3caca6215b
tests/basic_c_x86_64_i128_binary.c	subject	supported-object-zero-fallback	11730	ecc966e45c3ce5f1bc558bf1d6b9c9cb813ae62262c121be342ead23bffd5ef4
tests/basic_c_x86_64_i128_complement.c	subject	supported-object-zero-fallback	2079	d3c16be9f13b89cba866786fdf122074aa5d1fe738c2f840141f62788381a4b9
tests/basic_c_x86_64_i128_stack_abi.c	subject	supported-object-zero-fallback	3408	eea58b73eef2360f4fb9c6f1fea098d256703eb2e6e4fadc4312031c09016c25
tests/basic_c_zlib_regressions.c	subject	supported-object-zero-fallback	1501	d9449069c5de4004a1c85466de4c3b5b568bab913a733bad39b2866c3474b10c
tests/basic_character_literal.bbb	dormant-custom-language	preserved-not-active	96	e6c6a0ddc0ecc9a456904bea3149d2712d898ed1f6b2ea655ddc76fbd7ce135e
tests/basic_cjson_roundtrip.c	subject	supported-object-zero-fallback	636	1f528863c902c039ae3d1a9391eb5a0478d5fa60bd123b8e170a9e981c852da8
tests/basic_code_non_function_type_error.bbb	dormant-custom-language	preserved-not-active	124	9b9f9716a00177c722a1c9a2e73eb56e3a9f26f7a34e9651274590c7e6aad031
tests/basic_comment.bbb	dormant-custom-language	preserved-not-active	310	c9ae82cf1cd66cb39a5f824bf017c7e1969b8a699ac0e663aaf400898d85f623
tests/basic_compile_time.bbb	dormant-custom-language	preserved-not-active	404	3718557541fc9889b020256119b0edac485e1b0f61d0f53dbbf83732f7ef5325
tests/basic_continue.bbb	dormant-custom-language	preserved-not-active	206	bb43ec75b3025663cf2dd691f0a599f2b1e171fd89024d1063a1e4736ca2b727
tests/basic_doom_headless.c	subject	supported-object-zero-fallback	22687	874cf5201418d0232a4ab7473a907b12c5cb818406ee02072af96929cc8de7c0
tests/basic_else_if.bbb	dormant-custom-language	preserved-not-active	288	6b5c3e267b367d48129e0c9f78465c454c0cb3e36bc93d18eeb941f6cabe2d7d
tests/basic_enum.bbb	dormant-custom-language	preserved-not-active	355	dc5616f70a0e95820a8e229fcd17d8afb5ab57b101412d74399626bf2026f196
tests/basic_float.bbb	dormant-custom-language	preserved-not-active	130	ef601fa04d5d8e256d8ee1efc253bb9f68e262e60d62100c81891524bd023028
tests/basic_for.bbb	dormant-custom-language	preserved-not-active	262	54d472dc45c95a1860df6c30809f874699844d19e1067d7e1d963c8a3f8074a9
tests/basic_function_call.bbb	dormant-custom-language	preserved-not-active	338	98d614bb668fcf1cdd80f8ecb30e83c52209b89973b361a217570b8b72da2e00
tests/basic_hexadecimal_literal.bbb	dormant-custom-language	preserved-not-active	100	3ad0f46a9c121e526b734d4a3cfd4bc5c438763130d16baa7bc85330d391ff45
tests/basic_if_else.bbb	dormant-custom-language	preserved-not-active	223	15f011a0df9bcd17e893ad0a8e1fb9b6fc5fd2015eb26a3732ef9d8bafd672ea
tests/basic_import.bbb	dormant-custom-language	preserved-not-active	105	79244580eb05a7b3c1dfe2e6bbed197acd47a834332e4838bbdabac7ac8f650e
tests/basic_integer_literal_add.bbb	dormant-custom-language	preserved-not-active	102	11a1b2a942fbdcd79a9be435ec553bb85d4ac62e482f3c9a710b75ea78d00e37
tests/basic_integer_literal_and.bbb	dormant-custom-language	preserved-not-active	102	2147bdc15b35a818e275aa8f635168e8755ad55b5362c407f192ab0dd9bc5e6e
tests/basic_integer_literal_compare.bbb	dormant-custom-language	preserved-not-active	126	0385a4b720132f717fa459d91ceec1c8633c267bd84ecdbb561ef32340a9446c
tests/basic_integer_literal_divide.bbb	dormant-custom-language	preserved-not-active	102	64e7d0db82f5baf8aabb147d63abdf69c199eadfeb78bd80c1bc1a093bdb1872
tests/basic_integer_literal_mod.bbb	dormant-custom-language	preserved-not-active	102	24610e12254fc728edac035c3c3cf2b55994b1133761e9ce0678df4e417f8787
tests/basic_integer_literal_multiply.bbb	dormant-custom-language	preserved-not-active	102	2bc1a24c0fe3b4d92c929218f96d3b7362ef35baaaf5ab740c6c3740511736d4
tests/basic_integer_literal_or.bbb	dormant-custom-language	preserved-not-active	102	5fb3fa131b6d0c97adedaae00d06a605eb89b22dd2e765abab95f538e1de0556
tests/basic_integer_literal_precedence.bbb	dormant-custom-language	preserved-not-active	115	ae66cff5f0b01831989d65fe8f46c9b35c138b1be9768e693dace0b707097d64
tests/basic_integer_literal_shift_left.bbb	dormant-custom-language	preserved-not-active	103	2f6ca5d64f8951642683b2f477aa88bf179d266e3e36081163026f2ccab98928
tests/basic_integer_literal_shift_right.bbb	dormant-custom-language	preserved-not-active	103	14b9f722e5cc745d761766e3d3a03f2c9f683c9ce14a309fa3aac2f02ec7331a
tests/basic_integer_literal_sub.bbb	dormant-custom-language	preserved-not-active	102	0f7c00612c12183668c630fc4f784db84be47040a11dc9b9f8956f856811eaa7
tests/basic_integer_literal_xor.bbb	dormant-custom-language	preserved-not-active	102	7e481d30a5229c2d2e836f27d56be72aaebc4c2eab099da53fecdb333c88972c
tests/basic_logical_not.bbb	dormant-custom-language	preserved-not-active	100	6abc18f4b31d099b0d252dde79b856948ac02a9e19f915e39545ce7e350d6262
tests/basic_loop.bbb	dormant-custom-language	preserved-not-active	225	b7e38fd4895f009d4472c4b7dc9b2c84d8e072b8f278f659b5f2c33387e32bc9
tests/basic_lz4_roundtrip.c	subject	supported-object-zero-fallback	14935	98c3b203d4a6480af99370aea640ff3aba359c99222208f470dc3dac3b536edc
tests/basic_minimal.bbb	dormant-custom-language	preserved-not-active	98	3e118d508a1273c40e2908a1562a86fc20749ed89cd551105c340cc622c74a51
tests/basic_musl_freestanding.c	subject	supported-object-zero-fallback	16199	c6440cb45bf23208b5b9a8783c5c0f835dd34a75cc67fbeb80f221b5165ff8ac
tests/basic_octal_literal.bbb	dormant-custom-language	preserved-not-active	101	b23b4e5b9100860029e98fe523dec161967271f499c53fa52390b7f7d4399d3a
tests/basic_pointer.bbb	dormant-custom-language	preserved-not-active	168	bacfa3ba16ebe6cce17a65c0a3541ea715336688fec8e0f6adb1ce7d589c7285
tests/basic_quickjs_workload.js	support-file	dependency-only	6777	e7af1e1af4f17badded6c41db8d595a987b8c056c8de51a2e9f7e124e2666a8f
tests/basic_return_without_value_error.bbb	dormant-custom-language	preserved-not-active	39	1ec1ae537191f5fc3e63727abe3ab036183b60d05617d8e17db80ef5c2e47d99
tests/basic_stb_compat.c	subject	supported-object-zero-fallback	14711	b27e716f2b98d05ebe7472bead41d78aac727d54872cee544a6c526ba6155a1a
tests/basic_string_literal.bbb	dormant-custom-language	preserved-not-active	156	7540c835871fdfca78d936ede917576d6ea48548f5a52f1a5fc93d1e00a0c90f
tests/basic_struct.bbb	dormant-custom-language	preserved-not-active	188	2956c0cd6d3e9d8618801476049e60217c4f81715fac90ca7c2e962d23386acd
tests/basic_switch.bbb	dormant-custom-language	preserved-not-active	233	357ea59891fb2a5f939c053b5949c3c114d5cc0498741794a1eecfb8f54b90f6
tests/basic_type_alias.bbb	dormant-custom-language	preserved-not-active	240	22402088cda214c9e2c258b9a744f72af9aa2f8b0c7bf5f0ce70d97bc89edddf
tests/basic_unary_minus.bbb	dormant-custom-language	preserved-not-active	100	9313df0afc18d809507bdb0df504c7a048082d6521944458da165cc69b75070c
tests/basic_unary_plus.bbb	dormant-custom-language	preserved-not-active	99	3c6a26829ef7c6d5a735eee5846c26d06fb0d2cf848ce223cfff19e071acd3b1
tests/basic_union.bbb	dormant-custom-language	preserved-not-active	239	43a986f7c12c2b5e21f8159f1aa721e4bb24ccfb7118e1b9ba9761bcb11a4a45
tests/basic_variable.bbb	dormant-custom-language	preserved-not-active	130	98e2983f5151fc53e03e116fc1b98550d96ab23b669c4009fb834e8a1ab4dabd
tests/basic_variadic.bbb	dormant-custom-language	preserved-not-active	1384	a6476fb8732fa8f7d9e0b5d4dc4faf9b1e30125f663702dba3814325a5184b25
tests/basic_variadic_error.bbb	dormant-custom-language	preserved-not-active	70	4fa66c20f17d030aa597a52ff3385120e7db7bd766043eb142e68ac2f452e16e
tests/basic_vector.bbb	dormant-custom-language	preserved-not-active	465	0ce1e4a1e384dca13393a55c8992fb9b8ecd2b5ffe5dbecca73ec421fe83714c
tests/basic_vector_error.bbb	dormant-custom-language	preserved-not-active	99	6908687855a7585a20052eb125fa4d10c985637560516ff082d5275992243904
tests/basic_yyjson_roundtrip.c	subject	supported-object-zero-fallback	1362	7dd6ac4954371997382f1cc62bd9dd65b554fac4a7df5cacd527c66e14954523
tests/basic_zlib_compat.c	subject	supported-object-zero-fallback	2719	e07cfcee5eb32713d3cd66a83928e1a6180769ab3c28ce5040d92ac0999482e5
tests/bootstrap_wrapper_test.py	support-file	dependency-only	22359	dd082faa22b7daaa836d779f68267b45fea03515d0c058484bb27c1ce7bb7a09
tests/build_compiler_identity.h	support-file	dependency-only	293	7b09f25eab0b787dc6371259b88f20fe1a2902d67ce51561b89b65f86727ce49
tests/c_abi.h	support-file	dependency-only	5796	6227f4fb0ac35c22a1912d74511d9d129fa23f0da1985e42c70aecca5742a6dc
tests/c_abi_cfuncs.c	subject	supported-object-zero-fallback	560068	67f52ef96fceb60b7fd164d2bf16c3c7b8b2adab3a8641d578ff058902bb2902
tests/c_abi_main.c	subject	supported-object-zero-fallback	42497	d11dff22233e269273eab84daaafc943d992fd34797d050ca0495b3496bc8446
tests/c_abi_main_generated.c	subject	supported-object-zero-fallback	430956	73a819197d18aa10521f152615f05267471e57dcf4c0b4ed9296b352b667c092
tests/ci_apt_test.py	support-file	dependency-only	15223	6fd7be0dc8e5a0e27bda15dff000e0117d2968664a6f08345c44ab289c449409
tests/ci_recovery_test.py	support-file	dependency-only	7360	4447e9cb9e6f571150996c5c1910870dc0f0a07742d47bbf1a1f9a6b707f83d6
tests/ci_tools_test.py	support-file	dependency-only	79435	f6bef414fabc8857e3e3cdff4eadea432be26ece39391565a730c00262c1d3b9
tests/compile_time_argument_error.bbb	dormant-custom-language	preserved-not-active	136	1373e6e8e8f61eeb90fe6707d1fe1897851837d14da5456a88001390bd50af0d
tests/differential/aarch64_platform_variadic.c	subject	supported-object-zero-fallback	88	56bdd6e91391f67cb6548adfa697706e25b93ab346649714370c3ec4c8882ac7
tests/differential/aarch64_platform_variadic.h	support-file	dependency-only	2011	1230f644ad5e65ad24d606043112b3066d0c335e0ac08c89edf740e656a50f97
tests/differential/aarch64_platform_variadic_host.c	subject	supported-object-zero-fallback	5605	57ad317e6d5dc5caeac9f05f17da93e7c16d40e0aa0531404e2e66b4501f0c8a
tests/differential/aarch64_windows_variadic_boundary.S	support-file	dependency-only	3893	92a32d3a18217f50683cd2287615e247b1076cf159cf7e83da6a26cf9b4e3b63
tests/differential/abi.c	subject	supported-object-zero-fallback	777	2cbc18e1e3d0d594a300a40020185c22699e3533bacbfb4a0cc41c2e3e7a653e
tests/differential/abi.h	support-file	dependency-only	683	3ef2287f37c67ddfc2eb7a8544ee2caef1d13c061a4173c62e169bc578995dda
tests/differential/abi_host.c	subject	supported-object-zero-fallback	748	002e2139d3ea420231ea7644516bd396f12202ed63cb137d6333e88ac2696011
tests/differential/aligned.c	subject	supported-object-zero-fallback	764	8579cf9e4db55f255e2ffe531ca0d1d0649f9a8a0005677d384a8d29b5fd38d0
tests/differential/aligned.h	support-file	dependency-only	605	095b34643146cbae5405c731ee5741d11498cc85d7654c1a6d2da214168684b0
tests/differential/aligned_host.c	subject	supported-object-zero-fallback	614	5a37fad0c8728c7a104030ec91f264291b6ca87e636a321904f40ad18ff14338
tests/differential/clear_cache.c	subject	supported-object-zero-fallback	669	3750e1319dd237ad976f73d340e5264ec986ff33f00533ffd94d5466f4956ffc
tests/differential/clear_cache_aarch64.s	support-file	dependency-only	385	8bc46a67f00691a1284648e2444261515d5d58b3c25947e81e10bec97511936b
tests/differential/clear_cache_host.c	subject	supported-object-zero-fallback	1529	1819127f28a6aa982d8150d263d6099d496c6eae6a547986dd35f33e5db8d3dd
tests/differential/cpu_queries.c	subject	supported-object-zero-fallback	1407	383425689860c32b518a29f4faeaa5e6c5a2a52d8f602c5d647215f1e91e3519
tests/differential/cpu_queries_host.c	subject	supported-object-zero-fallback	1890	82e35d636aeae8356d395d25f06427629b535e6d997467fcb2e846d23ee541a9
tests/differential/many_native_arguments.c	subject	supported-object-zero-fallback	87	00e895b4b36e6eac770648f2279f54df1692c8bf5fc42c69b054004ff3cba73c
tests/differential/many_native_arguments.h	support-file	dependency-only	8044	58e08776e94765b7af6c52efdacc248f0afaae55e3ac47996ce6088b2b97e865
tests/differential/many_native_arguments_host.c	subject	supported-object-zero-fallback	3670	ac059c36fad80db6b25da216d2f9e43ea29324ab1a8f6d51b98e7d24dfd0375f
tests/differential/native_aggregate.c	subject	supported-object-zero-fallback	4478	a2a6c77f8f0e219c17cac013532c7436b6a6bbbbbf63c91bb873b79ea1bc1f8d
tests/differential/native_aggregate_host.c	subject	supported-object-zero-fallback	4934	872792b2e3e6e22cfbc81365b5509c9bf30c45c2274e0eb6cbb738160c0be1a2
tests/differential/native_variadic.c	subject	supported-object-zero-fallback	17706	7b41a87fe559128efab82c4017b2087f77b74e9e262cfe20ee793d7a71f848a5
tests/differential/native_variadic_host.c	subject	supported-object-zero-fallback	20003	b817f5b87001c4fd85403e608f4d3834b8e2637fba8188da554310e3679037e4
tests/differential/observables.c	subject	supported-object-zero-fallback	868	6343822b049ccfee7274edcb19aff54bb55b2fa446308e4bbd25a6d0aec42576
tests/differential/qualified_aggregate.c	subject	supported-object-zero-fallback	1567	ecb9ffa1d39909d9ab40c3e3b3f61902da614ddd70b3c76185911c216de1b335
tests/differential/qualified_aggregate.h	support-file	dependency-only	906	dfea20022caae1eb7ef093ba99d85308e9c86043213f593b6d7ba7363b723b74
tests/differential/qualified_aggregate_host.c	subject	supported-object-zero-fallback	1418	f98ecee66fd9d2008cc4310b73938574a3fc228124da3ce5078c3a5af8cb57c7
tests/differential/reject_syntax.c	negative-diagnostic-fixture	registered-rejection-control	34	67dcf2326bfbc3eac0d974d026c773928b1665b946db45cee1de1977a412475c
tests/differential/reject_type.c	negative-diagnostic-fixture	registered-rejection-control	154	7fe477db69a3261a7b44487f19208ec3512fc5ce11f39d17ddeefaad136386e9
tests/differential/switch_unsigned.c	subject	supported-object-zero-fallback	903	2c75be8ea2f84b3da1a7d83749eea0c051394f2688517fa889f34e8b1ca29884
tests/differential/switch_unsigned_host.c	subject	supported-object-zero-fallback	791	9178d08f4a9712376dc30fc87f5b8c049ccdca2e275eb5555cac0cdb7b68fe4b
tests/differential/sysv_va_list.c	subject	supported-object-zero-fallback	68	d313f12d2c66dfa466da83412d4c1541c5558e1229c7f664cacf6bf4f5d1c252
tests/differential/sysv_va_list_host.c	subject	supported-object-zero-fallback	2717	14d44694f46383adc90f1bf4391a7438107e1d402980618bc2516b68bbadc8f6
tests/differential/warning.c	subject	supported-object-zero-fallback	72	4b7c4b6c89afaa3fc264ce441ac904183a67ab85671b37aaa588e2fe1a670085
tests/differential/win64_aligned.c	subject	supported-object-zero-fallback	4513	9c743e3d644aa09769b3ec3d07fd93c1a0668cb3313dbcc1e9e2f3d566fd96c3
tests/differential/win64_vector.c	subject	supported-object-zero-fallback	3657	7f746a9329daefc8dfd28c937200381ef526efb19e9cac70edfeb82df9230c68
tests/differential/win64_wide.c	subject	supported-object-zero-fallback	2055	f316abe1fbc0056170d1efde3183465e0ee7306bec2ff8e2d61fcb623ba3d0af
tests/ebpf_scalar_regression.c	subject	registered-non-object-control	9068	9015a582cdf71345f5a9a1cd62aca673f9f1d352d07d09e98e7d6cf508ff087a
tests/ebpf_scalar_regression.py	support-file	dependency-only	1314	6c06f7ed1868fb69f5ecdcb4d98193ec664abf160f19c03420ce7478d5f92a59
tests/errors/malformed_function_alias.bbb	dormant-custom-language	preserved-not-active	91	adcf68826023f34b7fa501a347b793953cdc443cef4da08c0d84ec896ef8fb68
tests/errors/malformed_import.bbb	dormant-custom-language	preserved-not-active	64	ef1b1f0388bf14116e8b2a8d66f42619ae2d32d664a039b83f4c86bd2f6bf393
tests/errors/malformed_type_items.bbb	dormant-custom-language	preserved-not-active	192	450cec6a794f0b8e638e10fcdfbed8982d6039df7512fe3eb2bb805780daf873
tests/errors/missing_alias_type.bbb	dormant-custom-language	preserved-not-active	52	634ef2577c8d016bdd99caaaef97c0ec89f2dc7d51fe7976eac2880da993b65a
tests/errors/missing_array_delimiter.bbb	dormant-custom-language	preserved-not-active	81	73d123c15b78e54f598e3b7099799ef15b51b7f306b086c45bca0bbe92dfdb11
tests/errors/missing_call_delimiter.bbb	dormant-custom-language	preserved-not-active	74	e9c459322f7a62938a300a7f473ad56f12700451ebabaf2c4785bae5dc159704
tests/errors/missing_compile_time_marker.bbb	dormant-custom-language	preserved-not-active	62	09aefc969e639f5fa976f023a8dc23e1cd144a45f6a149d0095233e622e87df5
tests/errors/unexpected_top_level.bbb	dormant-custom-language	preserved-not-active	2	ecf5de1a2ecc66a1876a832804c64f6b5125784e94c82285d9720621c613ab46
tests/file_map_read.txt	support-file	dependency-only	24	d3c54a418e457252b9ce6eb4020f47292df581e0fb6d1cb4744d563b246ddec6
tests/frame_vectors.h	support-file	dependency-only	1027	98953a2195725ef17dbf7fb7765751c2c0ab8ee073277d39c3e2d95f730a26ac
tests/fuzz/code_non_function_type.bbb	dormant-custom-language	preserved-not-active	25	b235f77af72b9dff2263d549b8cc8fa79ee4a8a2a2c57b70d435015329a1d550
tests/fuzz/return_without_value.bbb	dormant-custom-language	preserved-not-active	39	1ec1ae537191f5fc3e63727abe3ab036183b60d05617d8e17db80ef5c2e47d99
tests/fuzz/valid_buster.bbb	dormant-custom-language	preserved-not-active	40	7888a0c41d7efc760e2e2955e0641f99e6af1545cbfda07231dd0b4e4df57002
tests/fuzz/valid_c.c	subject	supported-object-zero-fallback	95	a6bcbd42de62c26dee776b786cd36432ade5ca065884e2ab4acbf1c0f2901f6f
tests/github_runner_bridge_test.py	support-file	dependency-only	23321	564fbf34f3362a4b47e48f3379e5af2a6fcee2d10984fc1c7ecde443bf692387
tests/gpu/metal_reader.c	subject	registered-non-object-control	2348	a9013aae35ebfed695f4a4cca4dcb3ee6a78e4cee86091efafd5ea6cfe87ef0b
tests/gpu/ptxas-requirements.txt	support-file	dependency-only	266	1c16528c3597e768e4d9b57205ae9e1d845f81c6247695c56f12bd8a0b571f9d
tests/gpu/smoke.cl	support-file	dependency-only	185	4af41171a25c6b0a93e405910ac2f2f9035414fb74f91c262c7350d67d8f75ac
tests/gpu/smoke.hlsl	support-file	dependency-only	236	510fa503ae77a5fb29dfbad113e4e24c6c556377bf80bf36ccae66fa3add0dd8
tests/gpu/smoke.ll	support-file	dependency-only	396	0c294c24d6de71b8dbcce99ac6b881bb03adc0286c8dc1dc8e40a84c662f5106
tests/gpu/smoke.metal	support-file	dependency-only	192	f519a92229ec74c8841b772f173a79a5481503330660bf6a182f07f1b302b7e7
tests/host_aarch64_dynamic_calls.c	subject	supported-object-zero-fallback	1833	37828c4168d1206a5d563b998552c96f258dd02184b12c000fd7dc9c44d2cf2c
tests/host_aarch64_float_to_f128.c	subject	supported-object-zero-fallback	859	0c566983b8fd8c56248b49e2391200dbecb710c5baa205f87017bcb9284e2046
tests/host_atomic_pair_contention.c	subject	supported-object-zero-fallback	7360	754c9851c46af39c01fcd6432cc376e479c8654013c53bab1b2c9652093019c5
tests/host_dwarf5.c	subject	supported-object-zero-fallback	479	d55516f20d6b77956ff13a87cce90a02c4db236ea61036a13a11ae30bab0ff29
tests/host_frame_vectors.c	subject	supported-object-zero-fallback	1232	a2e83d1311529dc6253bd442ae587b5cd08e5a243694a82f8816441a03cb412f
tests/host_signbit_images.c	subject	supported-object-zero-fallback	2786	b351dac0d27fff0cd1deae8977b1efc7a706a92e4e487619e32fa72e1dbb02ee
tests/host_sysv_sseup.c	subject	supported-object-zero-fallback	2902	f1a9be0aa226d95a83a02bf27af0c1c13817241909905698fa3fc145e920faef
tests/host_sysv_unnamed_bitfields.c	subject	supported-object-zero-fallback	897	1f06b21dd00b2a906e1190b242c75bcfdc35e3e9794e5d8d6903dbecbd6fc80b
tests/host_vector_arithmetic.c	subject	supported-object-zero-fallback	4308	d09373042e5b6aff4843b5fd9d740ef7abf374c2592358edd4757bab295f3450
tests/host_vector_joins.c	subject	supported-object-zero-fallback	1549	a402c34b17e493915736c9b70e6e2bd5a6837d09b40e64fed874b58676c34cc1
tests/include_first/actual_next.h	support-file	dependency-only	30	f3995be9b302aacb3490e42eed7bc4f76824c584708f6c3781f59bc9d5befbf7
tests/include_first/feature_next.h	support-file	dependency-only	60	9a8a159d2e369e32433fbe369192bf76bbe214804f3d198433d5cea08addf893
tests/include_second/actual_next.h	support-file	dependency-only	3	c6ebc76be5dc1f8b433f8d6fd9bd85cd9325086038442db8614bb799fec6fd85
tests/include_second/buster_test_builtin_include_next.h	support-file	dependency-only	3	5ced0deaf966775a8b592f6bd95a33a67053b242a7c13654896cd9f2d36a0e37
tests/include_second/feature_next.h	support-file	dependency-only	32	f86a9929428b9905f77a1eea800775d39fc0c00a458d239a63aabc77d9c7580c
tests/ios_bundle_assets_test.py	support-file	dependency-only	7845	44068b30007addc3bfed5d8d8a733931243b4f9e609c6841c1acc92e00712eec
tests/ios_launch_monitor_test.sh	support-file	dependency-only	3886	6046f63d2277e6d2f8d8b6bc69953aa4057c5f53a1296c5cac553f7d477e7978
tests/issue36_target_wchar.c	subject	supported-object-zero-fallback	1213	896812a89b6f3c0916ee7a3e35ec905e01b1e4bfdd684a4fba954bb57e4403aa
tests/mobile_ci_fake_tool.sh	support-file	dependency-only	14217	b832cee5d4ea5f79bb2e029bbac5923887e865b168448b69afee13101cb5922e
tests/mobile_ci_scripts_test.sh	support-file	dependency-only	40218	7286628dfcbf37b6e34a6fbbd421af961ab93e6137dfc187a3ed14d4e37693a6
